"Termos","Freq","Documento","IES","Código"
"escola",1,10,1,1815
"especi",2,10,1,1818
"estatística",1,10,1,1827
"even",1,10,1,1855
"ferreira",1,10,1,1997
"five",1,10,1,2046
"flow",9,10,1,2059
"focus",1,10,1,2066
"format",2,10,1,2088
"fundament",1,10,1,2149
"geograph",2,10,1,2216
"group",13,10,1,2326
"growth",1,10,1,2330
"guid",2,10,1,2341
"gustavo",1,10,1,2349
"household",1,10,1,2495
"ibg",1,10,1,2537
"identifi",2,10,1,2550
"impact",1,10,1,2578
"import",2,10,1,2587
"indic",1,10,1,2626
"investig",1,10,1,2771
"joint",1,10,1,2826
"keyword",1,10,1,2877
"leav",1,10,1,2974
"made",1,10,1,3130
"make",1,10,1,3147
"matsui",1,10,1,3228
"mean",1,10,1,3245
"methodologi",1,10,1,3308
"morai",1,10,1,3422
"movement",2,10,1,3446
"multidimension",2,10,1,3464
"nacion",1,10,1,3502
"nation",1,10,1,3526
"network",1,10,1,3571
"new",1,10,1,3581
"now",1,10,1,3652
"origin",3,10,1,3748
"pattern",3,10,1,3885
"pnad",1,10,1,4032
"polici",2,10,1,4048
"possibl",1,10,1,4093
"propos",1,10,1,4239
"public",2,10,1,4273
"purpos",3,10,1,4285
"region",4,10,1,4441
"relationship",1,10,1,4463
"relev",2,10,1,4466
"repercuss",1,10,1,4491
"result",2,10,1,4528
"sampl",1,10,1,4648
"scale",2,10,1,4690
"sector",1,10,1,4740
"seek",1,10,1,4746
"seen",1,10,1,4748
"sever",1,10,1,4805
"silva",1,10,1,4865
"similar",1,10,1,4871
"sinc",1,10,1,4884
"social",1,10,1,4959
"sought",1,10,1,4991
"space",2,10,1,4999
"spatial",1,10,1,5004
"studi",1,10,1,5142
"supplement",1,10,1,5208
"survei",1,10,1,5225
"techniqu",1,10,1,5294
"tiemi",1,10,1,5397
"tourism",10,10,1,5448
"tourist",4,10,1,5449
"verifi",1,10,1,5701
"view",1,10,1,5727
"work",1,10,1,5867
"abroad",1,11,1,14
"achiev",1,11,1,46
"advisor",1,11,1,96
"also",1,11,1,181
"analyz",1,11,1,227
"anthrop",2,11,1,262
"area",5,11,1,311
"área",1,11,1,312
"around",2,11,1,334
"arriv",2,11,1,339
"ati",1,11,1,382
"attract",1,11,1,402
"boom",1,11,1,623
"brazil",1,11,1,656
"brazilian",1,11,1,657
"calcul",2,11,1,720
"celia",1,11,1,827
"censu",1,11,1,833
"chang",1,11,1,861
"character",2,11,1,868
"ciência",1,11,1,917
"citi",8,11,1,930
"class",1,11,1,940
"compani",1,11,1,1040
"condemn",1,11,1,1088
"consequ",1,11,1,1120
"cover",1,11,1,1223
"creat",1,11,1,1236
"current",1,11,1,1284
"data",1,11,1,1330
"degrad",1,11,1,1378
"demograph",1,11,1,1396
"diagnos",1,11,1,1464
"distribut",1,11,1,1560
"district",1,11,1,1561
"econom",2,11,1,1652
"emphas",1,11,1,1722
"environment",5,11,1,1771
"escola",1,11,1,1815
"estatística",1,11,1,1827
"estuari",2,11,1,1832
"expand",1,11,1,1901
"expans",2,11,1,1902
"fabric",1,11,1,1937
"falcão",1,11,1,1950
"favor",2,11,1,1970
"first",1,11,1,2035
"fluminens",1,11,1,2063
"gener",1,11,1,2200
"greatest",1,11,1,2314
"growth",2,11,1,2330
"happen",1,11,1,2373
"ibg",1,11,1,2537
"identifi",1,11,1,2550
"imag",1,11,1,2564
"imboassica",2,11,1,2570
"impact",1,11,1,2578
"includ",1,11,1,2606
"incom",1,11,1,2608
"index",2,11,1,2624
"infrastructur",1,11,1,2663
"instal",1,11,1,2698
"irregular",2,11,1,2780
"island",1,11,1,2787
"ita",2,11,1,2796
"julia",1,11,1,2844
"keyword",1,11,1,2877
"lack",1,11,1,2921
"lagoon",2,11,1,2926
"land",1,11,1,2931
"landcov",1,11,1,2932
"landscap",3,11,1,2934
"landus",1,11,1,2935
"legisl",1,11,1,2983
"leocádia",1,11,1,2996
"less",1,11,1,3001
"locat",1,11,1,3061
"macaé",11,11,1,3120
"macanes",1,11,1,3121
"main",1,11,1,3141
"mainli",1,11,1,3142
"major",1,11,1,3146
"make",1,11,1,3147
"map",1,11,1,3176
"measur",1,11,1,3249
"merced",1,11,1,3282
"municip",4,11,1,3488
"nacion",1,11,1,3502
"natur",1,11,1,3528
"nort",1,11,1,3630
"north",1,11,1,3631
"novo",1,11,1,3651
"object",1,11,1,3674
"occup",2,11,1,3684
"occur",2,11,1,3686
"often",1,11,1,3697
"oil",1,11,1,3700
"orbit",1,11,1,3739
"park",1,11,1,3852
"peopl",1,11,1,3919
"pereira",1,11,1,3933
"period",2,11,1,3941
"petrobra",2,11,1,3963
"photograph",1,11,1,3978
"plan",1,11,1,4006
"pole",1,11,1,4044
"poorest",1,11,1,4067
"popul",2,11,1,4071
"prepar",1,11,1,4148
"process",1,11,1,4204
"protect",2,11,1,4247
"regular",1,11,1,4451
"result",1,11,1,4528
"richer",1,11,1,4558
"richest",1,11,1,4559
"rio",1,11,1,4570
"river",2,11,1,4579
"sdg",1,11,1,4728
"sensit",4,11,1,4771
"servic",1,11,1,4797
"shore",2,11,1,4829
"south",1,11,1,4994
"sprawl",3,11,1,5044
"strauch",1,11,1,5123
"studi",1,11,1,5142
"surround",1,11,1,5224
"term",2,11,1,5329
"territori",1,11,1,5335
"thereof",1,11,1,5359
"thu",1,11,1,5392
"toward",1,11,1,5451
"transform",6,11,1,5470
"understand",1,11,1,5574
"underw",1,11,1,5578
"unequ",1,11,1,5584
"urban",8,11,1,5630
"vector",1,11,1,5686
"victor",1,11,1,5724
"well",1,11,1,5821
"work",1,11,1,5867
"year",5,11,1,5901
"access",1,12,1,30
"accid",1,12,1,31
"adapt",1,12,1,65
"advisor",1,12,1,96
"arous",1,12,1,335
"aspect",1,12,1,353
"assess",1,12,1,360
"base",1,12,1,473
"build",1,12,1,695
"capit",1,12,1,755
"caso",1,12,1,793
"celia",1,12,1,827
"centuri",1,12,1,839
"cidad",1,12,1,915
"ciência",1,12,1,917
"citi",4,12,1,930
"collect",1,12,1,1004
"como",1,12,1,1037
"concern",1,12,1,1082
"condit",1,12,1,1090
"consid",2,12,1,1123
"countri",1,12,1,1216
"death",1,12,1,1344
"depend",1,12,1,1414
"despit",1,12,1,1434
"diagnóstico",1,12,1,1467
"dynam",1,12,1,1630
"economi",1,12,1,1654
"effect",1,12,1,1670
"emploi",1,12,1,1725
"environ",1,12,1,1770
"environment",1,12,1,1771
"envisag",1,12,1,1773
"equal",1,12,1,1789
"escola",1,12,1,1815
"especi",1,12,1,1818
"estatística",1,12,1,1827
"estudo",1,12,1,1833
"evalu",1,12,1,1851
"fleet",1,12,1,2053
"focus",1,12,1,2066
"gener",1,12,1,2200
"global",1,12,1,2260
"hermenegilda",1,12,1,2426
"highest",1,12,1,2449
"howev",1,12,1,2497
"ibg",1,12,1,2537
"impact",1,12,1,2578
"imu",2,12,1,2596
"increas",2,12,1,2617
"index",3,12,1,2624
"indic",3,12,1,2626
"indicador",1,12,1,2627
"individu",2,12,1,2632
"instrumento",1,12,1,2706
"interest",1,12,1,2728
"invest",1,12,1,2769
"julia",1,12,1,2844
"keyword",1,12,1,2877
"long",1,12,1,3077
"measur",2,12,1,3249
"merced",1,12,1,3282
"method",2,12,1,3306
"methodologi",1,12,1,3308
"mobil",6,12,1,3386
"mobilidad",1,12,1,3387
"mode",2,12,1,3391
"model",1,12,1,3392
"motor",4,12,1,3442
"multicriteria",1,12,1,3463
"nacion",1,12,1,3502
"necessari",1,12,1,3538
"need",1,12,1,3540
"new",3,12,1,3581
"nogueira",1,12,1,3609
"non",1,12,1,3614
"nowadai",1,12,1,3653
"number",1,12,1,3660
"nune",1,12,1,3663
"object",1,12,1,3674
"orient",1,12,1,3747
"paradigm",1,12,1,3831
"partnership",1,12,1,3866
"piauí",1,12,1,3988
"plan",3,12,1,4006
"polici",3,12,1,4048
"precis",1,12,1,4126
"present",2,12,1,4158
"privat",1,12,1,4188
"public",1,12,1,4273
"ration",1,12,1,4374
"refer",1,12,1,4428
"resourc",1,12,1,4516
"result",3,12,1,4528
"rochel",1,12,1,4596
"search",2,12,1,4731
"second",1,12,1,4735
"seek",2,12,1,4746
"show",1,12,1,4834
"signific",1,12,1,4857
"sinc",1,12,1,4884
"socioeconom",1,12,1,4965
"stand",1,12,1,5074
"still",2,12,1,5102
"strategi",1,12,1,5120
"strauch",1,12,1,5123
"strong",1,12,1,5134
"studi",1,12,1,5142
"sustain",6,12,1,5232
"sustentável",1,12,1,5233
"system",3,12,1,5254
"target",1,12,1,5276
"teresina",3,12,1,5321
"therefor",1,12,1,5358
"thu",1,12,1,5392
"traffic",1,12,1,5462
"transport",5,12,1,5476
"urban",7,12,1,5630
"urbana",1,12,1,5631
"urbano",1,12,1,5632
"vehicl",1,12,1,5690
"wai",1,12,1,5782
"well",1,12,1,5821
"work",1,12,1,5867
"year",1,12,1,5901
"academ",1,13,1,24
"accomplish",1,13,1,37
"adequ",1,13,1,74
"adopt",3,13,1,87
"advanc",1,13,1,90
"advantag",1,13,1,91
"advisor",1,13,1,96
"also",1,13,1,181
"altern",1,13,1,186
"andrea",1,13,1,238
"approach",2,13,1,289
"aragão",1,13,1,300
"around",1,13,1,334
"base",2,13,1,473
"becom",1,13,1,498
"besid",1,13,1,530
"censu",5,13,1,833
"census",2,13,1,834
"check",1,13,1,880
"ciência",1,13,1,917
"collect",7,13,1,1004
"commiss",1,13,1,1026
"compar",1,13,1,1042
"concern",2,13,1,1082
"condit",1,13,1,1090
"contribut",1,13,1,1161
"cost",1,13,1,1204
"countri",2,13,1,1216
"covid",1,13,1,1226
"data",3,13,1,1330
"databas",1,13,1,1331
"defin",1,13,1,1373
"demograph",5,13,1,1396
"diniz",1,13,1,1502
"divis",1,13,1,1570
"done",1,13,1,1587
"due",2,13,1,1621
"econom",1,13,1,1652
"escola",1,13,1,1815
"essenti",1,13,1,1823
"estatística",1,13,1,1827
"europ",1,13,1,1844
"eusébio",1,13,1,1846
"factor",1,13,1,1942
"follow",1,13,1,2069
"fundament",1,13,1,2149
"geograph",1,13,1,2216
"higher",1,13,1,2448
"hold",1,13,1,2469
"hot",1,13,1,2491
"ibg",1,13,1,2537
"implement",1,13,1,2583
"improv",1,13,1,2593
"innov",1,13,1,2683
"institut",1,13,1,2702
"intern",1,13,1,2736
"ipum",1,13,1,2776
"issu",1,13,1,2795
"kátia",1,13,1,2865
"keyword",1,13,1,2877
"literatur",1,13,1,3050
"lower",1,13,1,3094
"main",1,13,1,3141
"materi",2,13,1,3214
"mix",2,13,1,3373
"mode",8,13,1,3391
"move",1,13,1,3445
"much",1,13,1,3458
"multimod",1,13,1,3473
"nacion",1,13,1,3502
"nation",2,13,1,3526
"now",1,13,1,3652
"object",1,13,1,3674
"observ",1,13,1,3677
"oper",1,13,1,3725
"pandem",1,13,1,3817
"practic",1,13,1,4114
"present",3,13,1,4158
"príncipe",4,13,1,4180
"program",1,13,1,4219
"propos",2,13,1,4239
"rate",1,13,1,4369
"realiti",1,13,1,4392
"recent",1,13,1,4399
"relat",1,13,1,4461
"relev",1,13,1,4466
"respons",1,13,1,4520
"são",4,13,1,4659
"sens",1,13,1,4769
"sequenc",1,13,1,4782
"silva",1,13,1,4865
"singl",1,13,1,4887
"social",1,13,1,4959
"stage",2,13,1,5069
"statist",2,13,1,5088
"studi",2,13,1,5142
"taken",1,13,1,5266
"technolog",1,13,1,5296
"theme",1,13,1,5350
"tomé",4,13,1,5428
"topic",1,13,1,5437
"unec",1,13,1,5582
"unit",2,13,1,5598
"unsd",1,13,1,5622
"view",1,13,1,5727
"will",1,13,1,5849
"work",2,13,1,5867
"world",1,13,1,5872
"year",2,13,1,5901
"–",2,14,1,NA
"accept",1,14,1,29
"act",1,14,1,53
"advisor",2,14,1,96
"affirm",1,14,1,102
"africa",6,14,1,106
"aim",1,14,1,141
"also",1,14,1,181
"analyz",2,14,1,227
"ancestr",1,14,1,231
"ancestri",2,14,1,232
"appropri",1,14,1,291
"art",4,14,1,340
"artist",1,14,1,346
"assert",1,14,1,357
"associ",2,14,1,369
"barbara",1,14,1,465
"base",1,14,1,473
"batteri",1,14,1,486
"becom",1,14,1,498
"believ",1,14,1,512
"black",1,14,1,591
"bodi",1,14,1,611
"bond",1,14,1,616
"broad",1,14,1,673
"broken",1,14,1,678
"build",1,14,1,695
"can",1,14,1,737
"centuri",1,14,1,839
"ciência",1,14,1,917
"circul",1,14,1,922
"citi",1,14,1,930
"class",1,14,1,940
"cleans",1,14,1,949
"cobo",1,14,1,975
"coloni",1,14,1,1009
"commun",1,14,1,1033
"conceiv",1,14,1,1078
"conclud",1,14,1,1083
"consensu",1,14,1,1118
"construct",1,14,1,1133
"context",1,14,1,1146
"creat",1,14,1,1236
"cultur",3,14,1,1276
"cut",1,14,1,1293
"danc",1,14,1,1320
"danger",1,14,1,1321
"decoloni",3,14,1,1356
"demarc",1,14,1,1393
"deni",1,14,1,1402
"displac",1,14,1,1537
"disput",1,14,1,1539
"dissert",1,14,1,1544
"domin",2,14,1,1584
"dress",1,14,1,1607
"drink",1,14,1,1610
"epistemicid",1,14,1,1785
"escola",1,14,1,1815
"estatística",1,14,1,1827
"ethnic",1,14,1,1838
"everydai",1,14,1,1860
"exclus",1,14,1,1888
"extermin",1,14,1,1930
"faith",1,14,1,1948
"favor",1,14,1,1970
"fight",1,14,1,2013
"flávia",1,14,1,2049
"follow",1,14,1,2069
"form",1,14,1,2085
"free",1,14,1,2122
"game",1,14,1,2172
"garcia",1,14,1,2180
"gener",2,14,1,2200
"habit",2,14,1,2360
"histor",1,14,1,2458
"homogen",1,14,1,2477
"hope",1,14,1,2483
"hygienist",1,14,1,2522
"ibg",1,14,1,2537
"ident",1,14,1,2548
"idl",1,14,1,2554
"import",1,14,1,2587
"instal",1,14,1,2698
"instrument",1,14,1,2705
"interfer",1,14,1,2730
"intersect",1,14,1,2744
"interven",1,14,1,2746
"justifi",1,14,1,2857
"keyword",1,14,1,2877
"knowledg",2,14,1,2890
"lamb",1,14,1,2927
"littl",6,14,1,3052
"live",1,14,1,3054
"make",1,14,1,3147
"mean",1,14,1,3245
"mediat",1,14,1,3258
"memori",2,14,1,3273
"modernitycoloni",1,14,1,3396
"movement",1,14,1,3446
"much",1,14,1,3458
"nacion",1,14,1,3502
"natur",1,14,1,3528
"normal",1,14,1,3629
"object",1,14,1,3674
"open",2,14,1,3721
"oxalá",1,14,1,3799
"path",1,14,1,3874
"peopl",1,14,1,3919
"place",1,14,1,4004
"polici",1,14,1,4048
"poor",1,14,1,4066
"power",2,14,1,4111
"present",1,14,1,4158
"produc",1,14,1,4206
"product",1,14,1,4207
"project",1,14,1,4223
"promot",1,14,1,4229
"racism",2,14,1,4338
"rang",1,14,1,4361
"refer",1,14,1,4428
"represent",2,14,1,4498
"reproduc",1,14,1,4499
"resist",2,14,1,4512
"romai",1,14,1,4600
"seek",1,14,1,4746
"segreg",1,14,1,4750
"sens",1,14,1,4769
"sever",1,14,1,4805
"sign",1,14,1,4854
"sinc",1,14,1,4884
"situat",1,14,1,4899
"slaveri",1,14,1,4917
"space",6,14,1,4999
"standard",1,14,1,5075
"subterranean",1,14,1,5166
"take",1,14,1,5265
"territori",7,14,1,5335
"think",1,14,1,5371
"tool",1,14,1,5435
"tost",1,14,1,5445
"uncivil",1,14,1,5556
"understand",1,14,1,5574
"wai",3,14,1,5782
"worship",1,14,1,5878
"zambi",1,14,1,5910
"accord",1,15,1,38
"achiev",1,15,1,46
"activ",2,15,1,55
"address",1,15,1,72
"advisor",1,15,1,96
"aim",3,15,1,141
"also",1,15,1,181
"analysi",3,15,1,224
"analyz",4,15,1,227
"appear",1,15,1,282
"bibliographi",1,15,1,547
"bill",10,15,1,558
"brazilian",1,15,1,657
"can",1,15,1,737
"certain",1,15,1,846
"certif",1,15,1,847
"chamber",1,15,1,859
"chang",1,15,1,861
"ciência",1,15,1,917
"classif",5,15,1,943
"classifi",4,15,1,944
"combat",1,15,1,1015
"comment",1,15,1,1023
"compar",1,15,1,1042
"compos",1,15,1,1064
"concern",1,15,1,1082
"consid",1,15,1,1123
"content",1,15,1,1145
"corrobor",1,15,1,1200
"cover",1,15,1,1223
"crime",2,15,1,1246
"crimin",1,15,1,1247
"deputi",4,15,1,1419
"describ",2,15,1,1425
"desiré",1,15,1,1432
"discriminatori",1,15,1,1524
"domest",1,15,1,1582
"elect",2,15,1,1691
"electionselector",1,15,1,1692
"enact",2,15,1,1732
"encourag",1,15,1,1736
"escola",1,15,1,1815
"estatística",1,15,1,1827
"examin",1,15,1,1874
"feder",1,15,1,1981
"femal",6,15,1,1989
"ferreira",1,15,1,1997
"first",1,15,1,2035
"five",1,15,1,2046
"focus",2,15,1,2066
"gender",1,15,1,2197
"harass",1,15,1,2375
"ibg",1,15,1,2537
"identifi",2,15,1,2550
"includ",1,15,1,2606
"increas",1,15,1,2617
"inequ",1,15,1,2639
"interest",2,15,1,2728
"introduct",1,15,1,2758
"issu",3,15,1,2795
"janeiro",2,15,1,2812
"justif",1,15,1,2856
"keyword",1,15,1,2877
"labor",2,15,1,2917
"law",3,15,1,2959
"legisl",2,15,1,2983
"legislatur",3,15,1,2984
"mainli",1,15,1,3142
"maria",2,15,1,3190
"market",2,15,1,3198
"marqu",1,15,1,3202
"master",1,15,1,3209
"matter",1,15,1,3229
"nacion",1,15,1,3502
"novellino",1,15,1,3649
"object",1,15,1,3674
"orient",1,15,1,3747
"parliamentari",1,15,1,3853
"particip",1,15,1,3859
"penha",1,15,1,3913
"period",1,15,1,3941
"perspect",1,15,1,3955
"polit",3,15,1,4050
"practic",1,15,1,4114
"pregnanc",1,15,1,4139
"present",6,15,1,4158
"previous",1,15,1,4172
"prior",1,15,1,4182
"process",2,15,1,4204
"product",2,15,1,4207
"prohibit",1,15,1,4222
"project",2,15,1,4223
"protect",1,15,1,4247
"punish",1,15,1,4281
"pursuit",1,15,1,4287
"read",1,15,1,4385
"recent",1,15,1,4399
"relat",1,15,1,4461
"represent",1,15,1,4498
"requir",1,15,1,4502
"result",2,15,1,4528
"rio",2,15,1,4570
"rosalino",1,15,1,4606
"salet",1,15,1,4642
"second",1,15,1,4735
"select",1,15,1,4753
"social",1,15,1,4959
"specif",3,15,1,5014
"stand",1,15,1,5074
"state",2,15,1,5081
"steril",1,15,1,5099
"survei",1,15,1,5225
"tempor",1,15,1,5309
"test",1,15,1,5336
"themat",4,15,1,5349
"theme",4,15,1,5350
"thesi",2,15,1,5365
"topic",5,15,1,5437
"two",2,15,1,5525
"typif",1,15,1,5529
"verifi",1,15,1,5701
"viii",1,15,1,5730
"violenc",3,15,1,5736
"well",1,15,1,5821
"within",1,15,1,5858
"women",6,15,1,5864
"access",2,16,1,30
"affect",2,16,1,100
"american",1,16,1,202
"analysi",1,16,1,224
"approach",1,16,1,289
"area",1,16,1,311
"argu",1,16,1,316
"assum",2,16,1,371
"backdrop",1,16,1,442
"base",3,16,1,473
"blind",1,16,1,598
"bound",1,16,1,635
"call",1,16,1,726
"can",1,16,1,737
"capabl",1,16,1,753
"carlo",2,16,1,778
"case",1,16,1,791
"choic",1,16,1,903
"compar",1,16,1,1042
"complementari",1,16,1,1055
"comput",1,16,1,1071
"concept",4,16,1,1080
"connect",2,16,1,1114
"consid",2,16,1,1123
"consist",1,16,1,1125
"critic",2,16,1,1255
"deepen",1,16,1,1366
"definit",1,16,1,1375
"densiti",2,16,1,1407
"design",1,16,1,1430
"differ",2,16,1,1487
"difficult",2,16,1,1489
"difficulti",1,16,1,1490
"dissert",1,16,1,1544
"distribut",1,16,1,1560
"due",1,16,1,1621
"effect",3,16,1,1670
"envolv",1,16,1,1774
"error",4,16,1,1810
"estim",1,16,1,1830
"exact",1,16,1,1871
"experi",1,16,1,1905
"exponenti",1,16,1,1921
"factor",1,16,1,1942
"find",1,16,1,2026
"formula",1,16,1,2092
"frontier",1,16,1,2134
"futur",1,16,1,2158
"gap",1,16,1,2176
"geograph",1,16,1,2216
"gilbert",1,16,1,2245
"graph",1,16,1,2305
"hard",2,16,1,2377
"iii",1,16,1,2559
"implic",1,16,1,2585
"inact",1,16,1,2598
"indic",2,16,1,2626
"individu",1,16,1,2632
"influenc",2,16,1,2655
"inform",1,16,1,2660
"insepar",1,16,1,2690
"interest",2,16,1,2728
"investig",1,16,1,2771
"kei",1,16,1,2869
"latin",1,16,1,2951
"lation",1,16,1,2952
"linearli",1,16,1,3040
"link",1,16,1,3042
"literatur",1,16,1,3050
"mani",1,16,1,3165
"mean",2,16,1,3245
"method",3,16,1,3306
"methodolog",1,16,1,3307
"methodologi",1,16,1,3308
"mont",2,16,1,3413
"non",1,16,1,3614
"note",1,16,1,3637
"obtain",1,16,1,3681
"occupi",1,16,1,3685
"offer",1,16,1,3692
"overestim",1,16,1,3789
"point",1,16,1,4039
"popu",1,16,1,4070
"popul",6,16,1,4071
"pour",1,16,1,4108
"power",2,16,1,4111
"priviledg",1,16,1,4189
"probabilist",1,16,1,4197
"probabl",2,16,1,4198
"random",1,16,1,4359
"rare",1,16,1,4368
"reach",5,16,1,4383
"reason",2,16,1,4395
"reflect",1,16,1,4431
"reformul",1,16,1,4433
"regard",2,16,1,4436
"relat",3,16,1,4461
"research",2,16,1,4505
"reveal",1,16,1,4537
"sampl",8,16,1,4648
"scenario",1,16,1,4694
"scienc",4,16,1,4715
"set",1,16,1,4799
"side",1,16,1,4844
"simul",2,16,1,4880
"simula",1,16,1,4881
"size",2,16,1,4906
"snowbal",5,16,1,4950
"social",2,16,1,4959
"societi",2,16,1,4962
"sociolog",1,16,1,4966
"space",1,16,1,4999
"standard",4,16,1,5075
"statist",3,16,1,5088
"statistician",1,16,1,5089
"studi",3,16,1,5142
"territori",1,16,1,5335
"theori",1,16,1,5353
"therefor",1,16,1,5358
"though",1,16,1,5378
"three",1,16,1,5383
"tion",1,16,1,5406
"toward",1,16,1,5451
"try",1,16,1,5501
"two",2,16,1,5525
"upper",1,16,1,5628
"vagu",1,16,1,5649
"variabl",1,16,1,5670
"view",1,16,1,5727
"whether",1,16,1,5835
"whole",1,16,1,5839
"without",1,16,1,5859
"word",1,16,1,5866
"access",2,17,1,30
"also",1,17,1,181
"altern",2,17,1,186
"andréa",1,17,1,239
"aris",1,17,1,323
"avail",1,17,1,430
"big",3,17,1,551
"brief",1,17,1,669
"castro",1,17,1,797
"challeng",5,17,1,858
"ciência",1,17,1,917
"concept",1,17,1,1080
"conclus",1,17,1,1084
"consid",2,17,1,1123
"continu",1,17,1,1152
"contribut",1,17,1,1161
"cope",1,17,1,1178
"data",9,17,1,1330
"debat",1,17,1,1345
"definit",2,17,1,1375
"differ",2,17,1,1487
"diniz",1,17,1,1502
"discuss",2,17,1,1525
"emphasi",1,17,1,1723
"escola",1,17,1,1815
"especi",1,17,1,1818
"estatística",1,17,1,1827
"face",3,17,1,1938
"final",2,17,1,2022
"financ",1,17,1,2023
"follow",1,17,1,2069
"fund",1,17,1,2147
"histori",2,17,1,2459
"human",2,17,1,2505
"ibg",1,17,1,2537
"identifi",2,17,1,2550
"integr",2,17,1,2713
"involv",1,17,1,2774
"kei",1,17,1,2869
"keyword",1,17,1,2877
"learn",1,17,1,2970
"legisl",2,17,1,2983
"lesson",1,17,1,3002
"limit",2,17,1,3035
"list",1,17,1,3045
"mainli",2,17,1,3142
"meet",1,17,1,3266
"method",1,17,1,3306
"methodolog",1,17,1,3307
"nacion",1,17,1,3502
"natália",1,17,1,3524
"natur",2,17,1,3528
"object",1,17,1,3674
"opportun",1,17,1,3730
"particular",1,17,1,3862
"pertin",1,17,1,3956
"point",3,17,1,4039
"possibl",1,17,1,4093
"present",4,17,1,4158
"process",1,17,1,4204
"produc",2,17,1,4206
"product",7,17,1,4207
"propos",2,17,1,4239
"public",7,17,1,4273
"relat",1,17,1,4461
"relev",1,17,1,4466
"research",1,17,1,4505
"resourc",2,17,1,4516
"seek",1,17,1,4746
"silva",2,17,1,4865
"sourc",4,17,1,4992
"statist",10,17,1,5088
"strategi",1,17,1,5120
"supervisor",1,17,1,5207
"techniqu",1,17,1,5294
"technolog",1,17,1,5296
"theme",1,17,1,5350
"topic",1,17,1,5437
"variou",1,17,1,5680
"wai",1,17,1,5782
"well",2,17,1,5821
"will",1,17,1,5849
"work",1,17,1,5867
"accuraci",1,18,1,43
"add",1,18,1,67
"advisor",1,18,1,96
"agricultur",3,18,1,127
"altern",3,18,1,186
"andrea",1,18,1,238
"appear",1,18,1,282
"aspect",2,18,1,353
"assist",4,18,1,367
"author",1,18,1,414
"avail",1,18,1,430
"base",2,18,1,473
"better",4,18,1,535
"brazilian",1,18,1,657
"budget",1,18,1,690
"carri",1,18,1,783
"censu",1,18,1,833
"census",1,18,1,834
"central",1,18,1,836
"challeng",1,18,1,858
"cheaper",1,18,1,877
"ciência",1,18,1,917
"classif",1,18,1,943
"classifi",3,18,1,944
"combin",1,18,1,1017
"compani",1,18,1,1040
"compar",3,18,1,1042
"complex",1,18,1,1058
"composit",1,18,1,1065
"consolid",1,18,1,1126
"context",1,18,1,1146
"corrobor",1,18,1,1200
"data",4,18,1,1330
"debat",1,18,1,1345
"definit",1,18,1,1375
"depend",1,18,1,1414
"destin",1,18,1,1435
"differ",3,18,1,1487
"diniz",1,18,1,1502
"disclos",1,18,1,1514
"discuss",1,18,1,1525
"dissert",1,18,1,1544
"escola",1,18,1,1815
"establish",1,18,1,1824
"estatística",1,18,1,1827
"experi",1,18,1,1905
"face",3,18,1,1938
"fewer",1,18,1,2003
"final",1,18,1,2022
"foster",1,18,1,2098
"found",1,18,1,2100
"gener",3,18,1,2200
"global",1,18,1,2260
"guimarã",1,18,1,2346
"howev",1,18,1,2497
"ibg",1,18,1,2537
"ideal",1,18,1,2547
"identifi",1,18,1,2550
"impos",1,18,1,2589
"increas",2,18,1,2617
"indic",1,18,1,2626
"inform",1,18,1,2660
"institut",2,18,1,2702
"involv",2,18,1,2774
"keyword",1,18,1,2877
"larger",1,18,1,2940
"linkag",3,18,1,3043
"literatur",3,18,1,3050
"lower",1,18,1,3094
"match",1,18,1,3211
"maximum",1,18,1,3234
"method",2,18,1,3306
"metric",1,18,1,3310
"minimum",1,18,1,3352
"molina",1,18,1,3404
"nacion",1,18,1,3502
"nation",1,18,1,3526
"necessarili",1,18,1,3539
"offici",1,18,1,3694
"order",1,18,1,3741
"other",1,18,1,3766
"pair",2,18,1,3810
"perform",3,18,1,3936
"precis",1,18,1,4126
"present",1,18,1,4158
"process",1,18,1,4204
"produc",1,18,1,4206
"product",1,18,1,4207
"propos",1,18,1,4239
"qualiti",1,18,1,4302
"quantiti",1,18,1,4309
"raphael",1,18,1,4364
"record",3,18,1,4410
"regist",1,18,1,4442
"resourc",2,18,1,4516
"result",1,18,1,4528
"sampl",6,18,1,4648
"scenario",2,18,1,4694
"seek",1,18,1,4746
"select",1,18,1,4753
"sensit",2,18,1,4771
"set",4,18,1,4799
"show",3,18,1,4834
"silva",1,18,1,4865
"size",5,18,1,4906
"statist",5,18,1,5088
